Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
1402,Tyler Parks,"water, affect, keep",7,B.Tech,AWS Certified,Data Scientist,Reject,51540,8,55
5664,Garrett Powell,"record, economy, reduce",7,B.Sc,None,Data Scientist,Reject,84556,6,85
3084,Dana Rivera,"debate, phone, bar",18,PhD,AWS Certified,AI Researcher,Hire,61955,2,55
5695,Joseph Marshall,"next, training, away",12,B.Sc,None,Cybersecurity Analyst,Hire,93488,9,73
7324,Richard Gutierrez,"response, history, necessary",15,PhD,None,Cybersecurity Analyst,Reject,79445,8,57
4576,Adam Beck,"admit, per, quite",8,PhD,None,AI Researcher,Reject,53010,0,85
1186,Sara Bauer,"property, hard, show",7,B.Sc,None,AI Researcher,Reject,42038,6,68
153,Dale Williams,"Python, Machine Learning, SQL, Deep Learning",7,PhD,AWS Certified,Data Scientist,Hire,62092,2,100
1966,Amy Evans,"light, imagine, rate",12,PhD,Deep Learning Specialization,Data Scientist,Hire,87205,4,75
1750,Taylor Stanley,"store, capital, coach",9,PhD,AWS Certified,Cybersecurity Analyst,Reject,86667,8,91
3248,Alan Watkins,"your, company, live",6,B.Sc,Deep Learning Specialization,Software Engineer,Hire,92481,5,98
8478,Katherine Ortega,"decision, successful, land",6,B.Sc,AWS Certified,Data Scientist,Hire,83666,8,70
5447,Michael Gutierrez,"structure, window, hit",1,PhD,AWS Certified,Cybersecurity Analyst,Hire,76844,2,62
6199,Jonathan White,"cup, each, she",7,PhD,Deep Learning Specialization,Software Engineer,Reject,116674,9,73
4706,John Osborne,"traditional, just, world",8,PhD,None,Cybersecurity Analyst,Reject,107179,9,94
1742,Stephanie Wilson DDS,"key, partner, strategy",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,45312,8,81
1609,Linda Rodriguez,"discover, law, star",2,B.Tech,None,Data Scientist,Reject,86154,4,80
3596,Casey Coleman,"group, our, real",9,B.Sc,AWS Certified,Data Scientist,Reject,66678,0,62
1651,Brandi Trujillo,"budget, hour, especially",4,MBA,AWS Certified,Cybersecurity Analyst,Reject,47416,4,57
32,Logan Mcclure,"Ethical Hacking, Networking, Linux",1,B.Sc,None,Cybersecurity Analyst,Hire,58606,10,75
938,Jacob Morrow,"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,Hire,43681,4,90
447,Andrea Peterson,"common, suggest, sell",15,PhD,Deep Learning Specialization,Software Engineer,Reject,70901,5,62
5955,Christopher Stevens,"eight, take, time",19,MBA,AWS Certified,Cybersecurity Analyst,Hire,77333,2,55
4964,Andrew Calhoun,"along, teach, social",9,B.Sc,None,Cybersecurity Analyst,Hire,46779,4,53
310,Megan Cox,"SQL, Java",3,B.Tech,None,Software Engineer,Hire,63531,8,80
8860,Scott Nelson MD,"in, know, open",20,PhD,None,Data Scientist,Hire,67859,7,54
7614,Alexandra Bennett,"end, so, possible",3,PhD,None,Cybersecurity Analyst,Hire,91402,2,96
5264,Joshua Castillo,"should, play, answer",16,B.Tech,Google ML,Software Engineer,Hire,73455,5,68
496,Regina English,"Machine Learning, Deep Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,79930,9,100
206,Timothy Caldwell,"NLP, Pytorch, Python, TensorFlow",10,B.Sc,None,AI Researcher,Hire,43594,4,100
8618,Michael Finley,"would, why, cell",6,B.Tech,None,Software Engineer,Hire,81302,4,51
3623,Kari Holmes,"special, meeting, cultural",16,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,58735,2,57
4415,Emily Luna,"fine, player, player",13,B.Sc,AWS Certified,AI Researcher,Reject,92835,5,63
306,Nathaniel Terry,"React, SQL, C++",1,MBA,None,Software Engineer,Hire,88441,10,75
7222,Julia Russell,"part, every, there",11,B.Sc,Google ML,Cybersecurity Analyst,Reject,41789,1,79
3033,Pamela Hicks,"off, human, keep",4,B.Sc,Deep Learning Specialization,Software Engineer,Reject,63231,3,61
152,Christopher Mullen,"people, agency, interesting",4,B.Sc,None,Data Scientist,Reject,48077,1,54
844,Daniel Carter,"Ethical Hacking, Linux",2,MBA,None,Cybersecurity Analyst,Hire,116969,7,65
8551,Eric Guerrero,"check, anyone, fear",7,PhD,None,Cybersecurity Analyst,Reject,99653,2,79
4368,Donna Salazar,"remember, huge, use",0,B.Tech,Google ML,Data Scientist,Reject,51908,9,75
212,Denise Davenport,"Networking, Linux, Ethical Hacking",7,B.Tech,Google ML,Cybersecurity Analyst,Hire,96689,3,100
7711,Jose Mullins,"what, level, movie",18,B.Sc,Google ML,Software Engineer,Hire,114913,5,59
680,Joseph Jackson,"Machine Learning, Python, Deep Learning, SQL",8,B.Sc,AWS Certified,Data Scientist,Hire,57448,0,100
566,Kaitlin Roman,"SQL, Deep Learning",5,B.Sc,Google ML,Data Scientist,Hire,55964,5,95
3498,Adam Hill,"carry, appear, too",12,PhD,Deep Learning Specialization,AI Researcher,Hire,95511,10,96
9632,Elizabeth Livingston,"memory, difficult, alone",20,B.Sc,Google ML,Cybersecurity Analyst,Hire,90414,1,55
681,Jessica Bradford,"Networking, Ethical Hacking",2,PhD,AWS Certified,Cybersecurity Analyst,Hire,106309,7,75
181,Jared Gonzalez,"Java, React",6,PhD,Deep Learning Specialization,Software Engineer,Hire,54170,7,100
3173,Tony Pollard,"indeed, represent, music",17,PhD,AWS Certified,Cybersecurity Analyst,Reject,117900,9,80
6755,Marie Roberts,"wide, around, record",19,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,100473,7,81
2325,Raymond Patton,"everybody, smile, whatever",9,PhD,None,Cybersecurity Analyst,Hire,45208,5,50
8716,Michael Baker,"current, month, yet",7,B.Sc,AWS Certified,Data Scientist,Hire,71455,10,91
279,Trevor Freeman,"Cybersecurity, Networking, Ethical Hacking",6,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,53165,8,100
2860,Nancy Smith,"above, of, adult",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,71023,2,62
7031,Jason Nguyen,"executive, use, practice",1,B.Tech,AWS Certified,Data Scientist,Reject,51995,2,56
433,Michael Randall,"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,Hire,49907,4,100
290,Martin Dean,"Ethical Hacking, Networking",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,61633,4,100
2454,Jason Poole,"small, writer, red",12,B.Sc,Deep Learning Specialization,Software Engineer,Hire,116086,8,98
536,Heather Watson,"React, SQL",4,PhD,None,Software Engineer,Hire,108770,10,100
1253,Tracy Mason,"blue, effect, movie",17,MBA,None,Cybersecurity Analyst,Hire,58727,8,68
189,Evelyn Porter,"SQL, Python, Machine Learning, Deep Learning",3,M.Tech,Google ML,Data Scientist,Hire,65930,5,85
4983,Gregory Stewart,"high, get, forget",1,B.Tech,Google ML,Software Engineer,Hire,105363,7,94
8714,William Carlson,"happen, space, leg",0,MBA,Google ML,Software Engineer,Reject,63210,5,69
870,Walter Smith,"small, anything, east",12,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,57278,4,94
271,Amy Poole,"Machine Learning, SQL, Python",0,PhD,Google ML,Data Scientist,Reject,43642,7,60
3399,Alicia Franklin,"cup, future, knowledge",17,PhD,AWS Certified,Software Engineer,Reject,54055,3,62
8049,Jessica Bates,"defense, air, chance",10,MBA,AWS Certified,AI Researcher,Reject,50606,4,88
2095,Melissa Beasley,"into, sound, thought",7,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,115331,9,79
846,Christopher Garza,"them, simple, well",15,B.Sc,Google ML,Data Scientist,Hire,50447,5,71
112,Richard Jones MD,"Machine Learning, SQL, Deep Learning",5,B.Tech,Deep Learning Specialization,Data Scientist,Hire,59033,4,95
9853,Dorothy Logan,"art, indicate, young",17,B.Tech,None,AI Researcher,Hire,62125,7,100
221,Keith Ward,"Cybersecurity, Linux",9,PhD,None,Cybersecurity Analyst,Hire,77138,0,100
628,Kathy Meyer,"Python, TensorFlow, Pytorch",0,M.Tech,None,AI Researcher,Reject,75275,1,20
1487,Nathan Salazar,"brother, later, party",18,B.Tech,Google ML,AI Researcher,Hire,56374,9,55
3169,Laura Anderson,"simple, article, billion",12,B.Sc,AWS Certified,AI Researcher,Hire,90164,4,95
3704,Tony Elliott,"suggest, general, tax",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,63276,7,69
791,Kimberly Clark,"Java, C++, SQL",10,MBA,None,Software Engineer,Hire,53207,1,100
5359,Robert Moyer,"husband, avoid, military",16,B.Sc,AWS Certified,AI Researcher,Hire,77849,2,78
462,Daniel Ruiz,"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Hire,102085,6,65
2515,Luis Manning,"child, theory, cover",17,MBA,AWS Certified,Cybersecurity Analyst,Hire,98100,3,58
552,Kirsten Smith,"React, C++, Java, SQL",5,B.Sc,None,Software Engineer,Hire,89191,3,85
1689,Dominic Wade,"common, here, remember",16,PhD,Google ML,AI Researcher,Reject,84220,4,73
9206,Terry Lyons,"practice, dinner, computer",5,PhD,AWS Certified,Data Scientist,Hire,83097,10,55
199,Zachary Harris,"Ethical Hacking, Cybersecurity, Linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,113725,0,55
3663,Stephanie Stephens,"truth, prevent, half",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,107316,6,60
403,Carlos Dawson,"Networking, Linux, Ethical Hacking, Cybersecurity",10,B.Tech,Google ML,Cybersecurity Analyst,Hire,61659,10,100
2321,Michael Fisher,"positive, among, idea",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,111606,5,90
6298,Ann Bates,"according, look, go",3,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,101101,9,56
6182,Jaclyn Wilson,"item, issue, clearly",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,49621,7,87
1197,Luis Taylor,"certain, school, personal",8,PhD,None,Cybersecurity Analyst,Reject,53089,6,84
4818,Carol Watkins,"mention, personal, best",10,B.Tech,AWS Certified,Data Scientist,Hire,66733,1,79
7190,Kayla Ryan,"administration, crime, issue",6,B.Sc,None,Data Scientist,Reject,93932,5,94
651,Anna Burch,"Python, Pytorch, NLP, TensorFlow",4,PhD,Deep Learning Specialization,AI Researcher,Hire,50369,8,100
709,Ryan Silva,"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,Hire,52471,10,90
6964,Dr. Rachel Jennings,"really, particularly, them",20,B.Sc,Google ML,Cybersecurity Analyst,Hire,80013,6,70
7828,Matthew Rice,"stock, about, garden",19,B.Sc,Deep Learning Specialization,Data Scientist,Reject,74424,5,98
7540,Alex Hill,"begin, direction, south",7,B.Tech,AWS Certified,AI Researcher,Reject,93857,2,65
2137,Jason Cabrera,"speak, book, position",11,B.Sc,AWS Certified,AI Researcher,Hire,87215,10,95
9429,Tom Armstrong,"boy, power, common",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,104417,4,100
315,Robert Thompson,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,97006,5,100
4273,Justin Ponce,"past, be, bad",12,B.Sc,None,Data Scientist,Hire,40063,10,83
9164,Sandra Mcdonald,"situation, turn, table",19,B.Tech,None,Cybersecurity Analyst,Hire,111782,5,62
114,Paula Mills,"Pytorch, TensorFlow",0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,98413,3,35
961,Phillip Morris,"SQL, Machine Learning, Python",3,B.Tech,Google ML,Data Scientist,Hire,77352,3,70
8040,Dr. Nathan Lara,"whose, interesting, various",4,PhD,Deep Learning Specialization,Data Scientist,Hire,110831,0,80
7083,Melanie Long,"consider, hundred, type",3,B.Sc,AWS Certified,AI Researcher,Hire,91424,9,59
1534,Sharon Mays,"remain, beat, break",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,101031,8,69
8309,Tony Mcdonald,"affect, staff, rule",18,B.Tech,Google ML,Software Engineer,Hire,73631,0,78
8678,Monica Mcbride,"reach, time, information",5,B.Tech,Google ML,Software Engineer,Reject,114099,2,52
2418,Peter Perez,"series, exactly, hand",20,B.Sc,Google ML,Data Scientist,Hire,56573,5,58
3784,Susan Brown,"environmental, quality, war",14,MBA,Deep Learning Specialization,AI Researcher,Hire,56819,7,58
3899,Lisa Martinez,"only, bag, information",3,B.Sc,AWS Certified,Data Scientist,Hire,51168,6,77
3783,Joseph Stafford,"week, few, drive",2,PhD,Deep Learning Specialization,Data Scientist,Hire,85604,3,71
2407,Lori Edwards,"summer, car, stock",0,PhD,Deep Learning Specialization,Software Engineer,Reject,71256,5,64
893,Kristin Alvarez,"age, assume, agency",15,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,108468,10,98
5081,Brittany Wallace,"under, into, laugh",15,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,51718,3,56
3375,Tiffany Haynes,"total, statement, skin",16,PhD,None,Software Engineer,Reject,117255,1,62
170,Kelsey Hodges,"coach, accept, more",6,PhD,Google ML,Cybersecurity Analyst,Hire,45499,3,59
8665,Gerald Taylor,"sure, indicate, hard",10,B.Tech,None,Software Engineer,Hire,42528,6,96
8528,Kenneth Christensen,"direction, sell, brother",4,MBA,Google ML,Data Scientist,Reject,57663,8,74
1501,Brian Jones,"born, lose, respond",16,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,91172,0,81
2604,Melanie Smith,"bad, well, wonder",4,PhD,AWS Certified,AI Researcher,Hire,56796,3,73
259,Heather Lee,"experience, store, carry",8,MBA,AWS Certified,Cybersecurity Analyst,Reject,81203,4,94
6573,Michelle Richardson,"walk, left, significant",7,B.Sc,AWS Certified,Software Engineer,Reject,111341,6,72
7154,Daniel Rodgers,"debate, deal, interview",19,MBA,AWS Certified,Cybersecurity Analyst,Hire,106144,1,89
4457,Lauren Medina,"certainly, Congress, management",14,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,96578,5,89
7507,David Knight,"three, what, newspaper",4,MBA,Google ML,Software Engineer,Reject,63809,2,84
2609,Casey Miller,"product, option, argue",7,MBA,Google ML,Cybersecurity Analyst,Hire,104081,7,80
790,Yvonne Maynard,"Linux, Cybersecurity",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78574,7,100
9727,Nancy Martin,"remember, nor, herself",20,PhD,AWS Certified,Data Scientist,Reject,51165,1,81
5075,Ryan Green,"single, responsibility, pay",9,B.Tech,AWS Certified,AI Researcher,Reject,47585,7,63
6826,Brittney Bernard,"drive, such, dinner",13,B.Tech,AWS Certified,AI Researcher,Hire,113370,9,67
872,Karina Stone,"Java, C++, React, SQL",8,PhD,Google ML,Software Engineer,Hire,77705,0,100
6814,Jesse Snow,"stop, draw, prevent",9,PhD,None,Data Scientist,Reject,72867,5,64
8513,Micheal Williams,"suggest, suggest, listen",4,B.Tech,Google ML,Cybersecurity Analyst,Hire,55694,9,95
74,Donald Duffy,"Java, SQL",5,MBA,AWS Certified,Software Engineer,Hire,40914,6,100
175,Ryan Wilcox,"hospital, recognize, section",4,PhD,Deep Learning Specialization,Data Scientist,Hire,43900,6,72
9502,Clarence Jones,"sit, national, during",7,B.Tech,AWS Certified,AI Researcher,Hire,72952,4,77
5844,Dillon Martin,"language, table, after",5,B.Tech,Google ML,Software Engineer,Reject,88834,4,60
8258,David Sloan,"figure, money, goal",17,B.Sc,None,Software Engineer,Reject,115486,0,88
5166,Ryan Preston,"key, require, last",2,MBA,Google ML,Cybersecurity Analyst,Reject,45272,2,91
7608,Mrs. Kristin Brewer DVM,"population, a, manage",0,B.Sc,Google ML,Data Scientist,Hire,54324,0,81
8929,Samantha Johnson,"effect, citizen, audience",4,PhD,Google ML,Data Scientist,Hire,51897,1,55
7298,Christopher Baker,"benefit, include, only",16,B.Tech,None,Software Engineer,Hire,88360,10,82
9259,Joel Castaneda,"night, red, work",19,PhD,Deep Learning Specialization,Data Scientist,Reject,56492,10,70
4880,Jennifer Hunter,"almost, week, low",3,B.Tech,Deep Learning Specialization,Data Scientist,Reject,67668,4,81
495,Dawn Price,"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,119018,0,90
3717,Jason Hicks,"enjoy, discover, commercial",8,MBA,AWS Certified,AI Researcher,Hire,91498,1,50
1670,Jennifer Peterson,"interesting, interest, staff",1,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,115465,2,60
6790,Laura Johnson,"capital, part, surface",1,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,41978,2,80
4358,Robyn Fletcher,"role, common, worker",3,PhD,None,Data Scientist,Hire,66019,3,67
7202,Elizabeth Guzman,"like, short, these",15,PhD,Google ML,Data Scientist,Reject,93304,10,79
2093,Bruce Ramirez,"rather, yourself, cut",20,MBA,AWS Certified,Cybersecurity Analyst,Hire,91014,0,54
4438,Wendy Medina,"day, also, herself",6,B.Tech,Google ML,Data Scientist,Reject,63874,9,80
7736,Roger Monroe,"modern, degree, everyone",6,MBA,Deep Learning Specialization,AI Researcher,Hire,112959,0,79
8859,Donald Smith,"region, base, nor",15,B.Sc,Google ML,Data Scientist,Reject,76481,9,86
619,Larry Williams,"TensorFlow, NLP, Python, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,115539,9,100
517,Michelle Smith,"much, seek, factor",12,MBA,Google ML,AI Researcher,Hire,68684,7,99
9402,Kelsey Harris,"as, issue, candidate",2,PhD,Deep Learning Specialization,Software Engineer,Reject,51341,3,58
2527,Calvin Schmidt,"authority, put, environment",6,B.Tech,Google ML,Cybersecurity Analyst,Hire,106823,5,87
6137,Mr. James Johnson,"simply, tell, science",17,B.Tech,None,Software Engineer,Reject,64476,4,72
6480,Robert Solomon,"consider, feeling, pass",15,PhD,Google ML,Cybersecurity Analyst,Reject,115874,2,78
3598,Stefanie Cunningham,"father, relationship, democratic",11,MBA,Google ML,Cybersecurity Analyst,Hire,106946,8,76
870,Cassandra Crawford,"TensorFlow, NLP, Pytorch",6,PhD,AWS Certified,AI Researcher,Hire,41199,9,100
330,Kelli Reynolds,"statement, speak, take",6,MBA,Google ML,Software Engineer,Hire,70415,9,66
8449,Jennifer Edwards,"without, program, else",1,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,99904,1,65
6660,Marvin Shelton,"traditional, debate, activity",20,B.Sc,Google ML,Cybersecurity Analyst,Reject,64940,2,86
357,Mrs. Debbie Jackson,"Python, NLP",0,PhD,Deep Learning Specialization,AI Researcher,Hire,81970,10,70
1848,Marcus Williamson,"last, series, apply",0,B.Sc,Google ML,Cybersecurity Analyst,Reject,87815,9,70
1685,Rebecca Soto,"at, call, talk",1,B.Sc,Google ML,Data Scientist,Hire,75425,9,68
437,Jill Ward,"network, summer, meeting",14,MBA,None,Software Engineer,Hire,107532,0,89
5158,Elaine Brown,"field, range, determine",15,PhD,Deep Learning Specialization,Software Engineer,Reject,54106,0,65
9816,Kelsey Medina,"sit, lead, good",18,MBA,Google ML,Software Engineer,Hire,118489,10,92
4269,Kathryn Clayton,"work, these, significant",19,PhD,AWS Certified,Data Scientist,Reject,119321,8,73
6367,Luke Rose,"main, ahead, simply",13,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,105038,6,90
9542,Michael Rosario,"skill, bad, reason",6,PhD,AWS Certified,Cybersecurity Analyst,Hire,113110,3,95
103,Rebecca Jenkins,"young, authority, pull",18,PhD,Google ML,Data Scientist,Reject,42124,9,67
2863,Sydney Shelton,"herself, consider, believe",16,B.Tech,Google ML,Software Engineer,Hire,41925,8,54
333,Kimberly Thompson,"TensorFlow, Pytorch",5,PhD,AWS Certified,AI Researcher,Hire,79405,4,90
685,Melissa Sanchez,"either, painting, special",19,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,40795,8,68
9923,Leslie Sanchez,"range, environment, television",17,B.Sc,None,Data Scientist,Reject,109767,5,71
3132,William Long,"sometimes, opportunity, professor",2,MBA,AWS Certified,Data Scientist,Reject,116188,6,57
9331,Barbara Malone,"organization, everybody, customer",17,B.Tech,Google ML,AI Researcher,Hire,100506,2,56
3881,Louis Boone,"with, push, year",8,MBA,Google ML,Software Engineer,Reject,52534,4,84
9087,Deanna Smith,"million, way, its",9,B.Sc,AWS Certified,Data Scientist,Reject,61472,3,68
2577,Makayla Richardson,"manage, himself, later",15,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,116041,10,86
1713,Benjamin Greer,"under, much, painting",4,PhD,AWS Certified,AI Researcher,Reject,94133,1,52
5524,Rachel Holloway,"movie, finish, company",16,PhD,AWS Certified,AI Researcher,Reject,51793,0,91
5034,Ryan Graves,"issue, lay, threat",10,PhD,Google ML,Cybersecurity Analyst,Reject,103081,10,60
6778,Laura Reed,"investment, voice, recent",20,B.Tech,Deep Learning Specialization,Software Engineer,Reject,59300,10,76
446,Melissa Lowe,"Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75477,6,100
4360,Jennifer White,"example, everyone, unit",8,B.Tech,Google ML,Data Scientist,Reject,52491,3,93
453,Michael Krueger,"Java, SQL, React",5,MBA,None,Software Engineer,Hire,49176,8,100
2387,Oscar Fuller,"should, read, lose",9,PhD,None,AI Researcher,Hire,71874,10,75
4661,Carol Schmitt,"grow, it, require",6,MBA,Google ML,Data Scientist,Reject,53199,1,54
9124,Melvin Herman,"down, walk, scene",9,B.Tech,Deep Learning Specialization,Software Engineer,Hire,66854,4,60
15,Tammy Pineda,"Pytorch, NLP",0,M.Tech,Deep Learning Specialization,AI Researcher,Reject,96555,5,45
2910,Tammy Bird,"read, old, pay",0,B.Sc,AWS Certified,Data Scientist,Reject,72076,9,76
946,Kyle Orozco,"SQL, Java, React",4,PhD,AWS Certified,Software Engineer,Hire,79539,5,90
248,Ashley Moore,"Deep Learning, Machine Learning, SQL",5,B.Sc,Google ML,Data Scientist,Hire,41593,4,95
6699,Heather Moore,"him, kitchen, black",9,MBA,Deep Learning Specialization,AI Researcher,Hire,70203,4,90
361,James Cline,"Linux, Ethical Hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,76342,4,60
2198,Mark Olson,"order, free, believe",13,PhD,Google ML,Cybersecurity Analyst,Hire,46547,9,86
626,Michele Mendoza,"high, knowledge, tell",4,PhD,Google ML,Software Engineer,Reject,58697,6,57
6791,Joanna Pearson,"style, positive, everything",18,PhD,Google ML,Software Engineer,Reject,115585,3,58
3019,Pamela Luna,"well, thought, program",11,B.Sc,Google ML,Data Scientist,Hire,61161,4,61
697,Randall Williams,"simply, door, operation",17,B.Tech,Deep Learning Specialization,Data Scientist,Reject,85533,4,77
2098,Grant Rios,"then, measure, whom",11,PhD,AWS Certified,Data Scientist,Reject,81667,7,50
9162,Holly Wood,"civil, study, authority",20,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,82367,1,59
1312,Deborah Myers,"answer, region, case",10,B.Tech,None,Data Scientist,Reject,54927,1,80
207,Andrew Hubbard,"sometimes, ball, Mr",13,B.Tech,Google ML,Cybersecurity Analyst,Hire,51322,3,61
557,William Campbell,"teach, arm, skill",12,MBA,Deep Learning Specialization,Data Scientist,Reject,70634,6,82
491,Sheri Dickerson,"Python, Pytorch, NLP",0,PhD,Google ML,AI Researcher,Hire,88256,9,70
